"","county","count","month","year","state"
"583","Allamakee","9212","June","2017","IA"
"584","Appanoose","8094","June","2017","IA"
"585","Audubon","4183","June","2017","IA"
"586","Benton","17183","June","2017","IA"
"587","Black Hawk","81891","June","2017","IA"
"588","Boone","18075","June","2017","IA"
"589","Bremer","16437","June","2017","IA"
"590","Buchanan","13191","June","2017","IA"
"591","Buena Vista","11434","June","2017","IA"
"592","Butler","9713","June","2017","IA"
"593","Calhoun","6493","June","2017","IA"
"594","Carroll","13865","June","2017","IA"
"595","Cass","9086","June","2017","IA"
"596","Cedar","11797","June","2017","IA"
"597","Cerro Gordo","29406","June","2017","IA"
"598","Cherokee","7949","June","2017","IA"
"599","Chickasaw","8228","June","2017","IA"
"600","Clarke","5633","June","2017","IA"
"601","Clay","11055","June","2017","IA"
"602","Clayton","11503","June","2017","IA"
"603","Clinton","31049","June","2017","IA"
"604","Crawford","9411","June","2017","IA"
"605","Dallas","53604","June","2017","IA"
"606","Davis","4857","June","2017","IA"
"607","Decatur","4574","June","2017","IA"
"608","Delaware","11400","June","2017","IA"
"609","Des Moines","25969","June","2017","IA"
"610","Dickinson","12544","June","2017","IA"
"611","Dubuque","64000","June","2017","IA"
"612","Emmet","6314","June","2017","IA"
"613","Fayette","11861","June","2017","IA"
"614","Floyd","10364","June","2017","IA"
"615","Franklin","6399","June","2017","IA"
"616","Fremont","4744","June","2017","IA"
"617","Greene","6199","June","2017","IA"
"618","Grundy","8514","June","2017","IA"
"619","Guthrie","7349","June","2017","IA"
"620","Hamilton","9783","June","2017","IA"
"621","Hancock","7510","June","2017","IA"
"622","Hardin","11097","June","2017","IA"
"623","Harrison","8574","June","2017","IA"
"624","Henry","12567","June","2017","IA"
"625","Howard","5839","June","2017","IA"
"626","Humboldt","6277","June","2017","IA"
"627","Ida","4733","June","2017","IA"
"628","Iowa","11408","June","2017","IA"
"629","Jackson","13728","June","2017","IA"
"630","Jasper","24340","June","2017","IA"
"631","Jefferson","10350","June","2017","IA"
"632","Johnson","92357","June","2017","IA"
"633","Jones","12963","June","2017","IA"
"634","Keokuk","6507","June","2017","IA"
"635","Kossuth","10826","June","2017","IA"
"636","Lee","21586","June","2017","IA"
"637","Linn","140880","June","2017","IA"
"638","Louisa","6736","June","2017","IA"
"639","Lucas","5532","June","2017","IA"
"640","Lyon","7974","June","2017","IA"
"641","Madison","10750","June","2017","IA"
"642","Mahaska","13741","June","2017","IA"
"643","Marion","22462","June","2017","IA"
"644","Marshall","23417","June","2017","IA"
"645","Mills","10119","June","2017","IA"
"646","Mitchell","6907","June","2017","IA"
"647","Monona","5988","June","2017","IA"
"648","Monroe","4791","June","2017","IA"
"649","Montgomery","6838","June","2017","IA"
"650","Muscatine","26302","June","2017","IA"
"651","O'Brien","9299","June","2017","IA"
"652","Osceola","4112","June","2017","IA"
"653","Page","9363","June","2017","IA"
"654","Palo Alto","6060","June","2017","IA"
"655","Plymouth","16795","June","2017","IA"
"656","Pocahontas","4873","June","2017","IA"
"657","Polk","285300","June","2017","IA"
"658","Pottawattamie","56740","June","2017","IA"
"659","Poweshiek","12621","June","2017","IA"
"660","Ringgold","3141","June","2017","IA"
"661","Sac","6823","June","2017","IA"
"662","Scott","114585","June","2017","IA"
"663","Shelby","8012","June","2017","IA"
"664","Sioux","21196","June","2017","IA"
"665","Story","60699","June","2017","IA"
"666","Tama","11163","June","2017","IA"
"667","Taylor","3816","June","2017","IA"
"668","Union","7677","June","2017","IA"
"669","Van Buren","4657","June","2017","IA"
"670","Wapello","20476","June","2017","IA"
"671","Warren","32938","June","2017","IA"
"672","Washington","14160","June","2017","IA"
"673","Wayne","3612","June","2017","IA"
"674","Webster","23150","June","2017","IA"
"675","Winnebago","7264","June","2017","IA"
"676","Winneshiek","13659","June","2017","IA"
"677","Woodbury","57395","June","2017","IA"
"678","Worth","5323","June","2017","IA"
"679","Wright","7840","June","2017","IA"
"680","Allamakee","9604","March","2017","IA"
"681","Appanoose","8417","March","2017","IA"
"682","Audubon","4258","March","2017","IA"
"683","Benton","17376","March","2017","IA"
"684","Black Hawk","84086","March","2017","IA"
