"","county","count","month","year","state"
"569","LAFAYETTE","4346","September","2018","FL"
"570","LAKE","234478","September","2018","FL"
"571","LEE","443650","September","2018","FL"
"572","LEON","211887","September","2018","FL"
"573","LEVY","27761","September","2018","FL"
"574","LIBERTY","4371","September","2018","FL"
"575","MADISON","11823","September","2018","FL"
"576","MANATEE","243570","September","2018","FL"
"577","MARION","242150","September","2018","FL"
"578","MARTIN","113698","September","2018","FL"
"579","MIAMI-DADE","1417738","September","2018","FL"
"580","MONROE","53565","September","2018","FL"
"581","NASSAU","66540","September","2018","FL"
"582","OKALOOSA","134895","September","2018","FL"
"583","OKEECHOBEE","20447","September","2018","FL"
"584","ORANGE","791680","September","2018","FL"
"585","OSCEOLA","217180","September","2018","FL"
"586","PALM BEACH","928696","September","2018","FL"
"587","PASCO","350194","September","2018","FL"
"588","PINELLAS","663409","September","2018","FL"
"589","POLK","414885","September","2018","FL"
"590","PUTNAM","47076","September","2018","FL"
"591","SANTA ROSA","131862","September","2018","FL"
"592","SARASOTA","316960","September","2018","FL"
"593","SEMINOLE","300284","September","2018","FL"
"594","ST. JOHNS","186224","September","2018","FL"
"595","ST. LUCIE","202186","September","2018","FL"
"596","SUMTER","96396","September","2018","FL"
"597","SUWANNEE","25755","September","2018","FL"
"598","TAYLOR","12105","September","2018","FL"
"599","UNION","7360","September","2018","FL"
"600","VOLUSIA","380261","September","2018","FL"
"601","WAKULLA","20744","September","2018","FL"
"602","WALTON","50007","September","2018","FL"
"603","WASHINGTON","15773","September","2018","FL"
"604","ALACHUA","182957","October","2018","FL"
"605","BAKER","15277","October","2018","FL"
"606","BAY","121183","October","2018","FL"
"607","BRADFORD","16358","October","2018","FL"
"608","BREVARD","423967","October","2018","FL"
"609","BROWARD","1183701","October","2018","FL"
"610","CALHOUN","8692","October","2018","FL"
"611","CHARLOTTE","134937","October","2018","FL"
"612","CITRUS","109689","October","2018","FL"
"613","CLAY","153802","October","2018","FL"
"614","COLLIER","215272","October","2018","FL"
